TransactionLineItemID,TransactionID,TransactionDate,TransactionTime,StoreID,StoreName,StoreLocation,StoreRegion,Latitude,Longitude,StoreType,EmployeeID,EmployeeFirstName,EmployeeLastName,ShiftType,CustomerID,CustomerFirstName,CustomerLastName,CustomerEmail,CustomerSinceDate,CustomerGender,CustomerAge,LoyaltyMemberID,LoyaltyStatus,PointsEarned,PointsBalance,IsRewardRedeemed,RewardType,ProductID,ProductName,ProductCategory,ProductSubCategory,OrderType,PaymentMethod,UnitPrice,Quantity,TotalLineItemPrice,DayOfWeek,Daypart
511,100138,19-08-2025,08:01:09,S005,Beverly Hills,Los Angeles,West Coast,34.0736,-118.4004,Premium,EMP046,Jason,Riley,Evening,CUS044,Kenneth,Gates,ubennett@example.com,15-03-2024,M,49,LM044,Silver,9,1881,FALSE,NULL,P009,Coffee Cake,Food,Pastry,Drive-Thru,Credit Card,3,2,6,Tuesday,Morning
512,100139,07-09-2025,11:45:12,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP040,Joshua,Russell,Afternoon,CUS191,John,Gill,timothy49@example.org,03-07-2023,M,18,LM191,Bronze,10,528,FALSE,NULL,P001,Caffe Americano,Hot Beverages,Espresso,Mobile Order,Credit Card,3.5,3,10.5,Sunday,Morning
513,100139,07-09-2025,11:45:12,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP040,Joshua,Russell,Morning,CUS191,John,Gill,timothy49@example.org,03-07-2023,M,18,LM191,Silver,19,1100,FALSE,NULL,P008,Green Tea Latte,Hot Beverages,Tea,Mobile Order,Credit Card,4.25,3,12.75,Sunday,Morning
514,100139,07-09-2025,11:45:12,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP040,Joshua,Russell,Afternoon,CUS191,John,Gill,timothy49@example.org,03-07-2023,M,18,NULL,Non-Member,0,0,FALSE,NULL,P008,Green Tea Latte,Hot Beverages,Tea,Mobile Order,Credit Card,4.25,1,4.25,Sunday,Morning
515,100139,07-09-2025,11:45:12,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP040,Joshua,Russell,Morning,CUS191,John,Gill,timothy49@example.org,03-07-2023,M,18,LM191,Silver,19,526,FALSE,NULL,P002,Cappuccino,Hot Beverages,Espresso,Mobile Order,Credit Card,4.25,3,12.75,Sunday,Morning
516,100139,07-09-2025,11:45:12,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP040,Joshua,Russell,Afternoon,CUS191,John,Gill,timothy49@example.org,03-07-2023,M,18,LM191,Silver,18,1964,FALSE,NULL,P005,Cold Brew,Cold Beverages,Cold Brew,Mobile Order,Credit Card,4,3,12,Sunday,Morning
517,100139,07-09-2025,11:45:12,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP040,Joshua,Russell,Afternoon,CUS191,John,Gill,timothy49@example.org,03-07-2023,M,18,NULL,Non-Member,0,0,FALSE,NULL,P008,Green Tea Latte,Hot Beverages,Tea,Mobile Order,Credit Card,4.25,1,4.25,Sunday,Morning
518,100139,07-09-2025,11:45:12,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP040,Joshua,Russell,Morning,CUS191,John,Gill,timothy49@example.org,03-07-2023,M,18,LM191,Gold,8,1505,FALSE,NULL,P005,Cold Brew,Cold Beverages,Cold Brew,Mobile Order,Credit Card,4,1,4,Sunday,Morning
519,100139,07-09-2025,11:45:12,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP040,Joshua,Russell,Evening,CUS191,John,Gill,timothy49@example.org,03-07-2023,M,18,NULL,Non-Member,0,0,FALSE,NULL,P005,Cold Brew,Cold Beverages,Cold Brew,Mobile Order,Credit Card,4,3,12,Sunday,Morning
520,100140,04-04-2025,01:35:49,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP050,Nina,Mckay,Afternoon,CUS188,Sean,Richardson,jallison@example.net,04-12-2020,F,27,LM188,Bronze,5,1342,FALSE,NULL,P012,Bagel,Food,Pastry,Mobile Order,Mobile Payment,2.75,2,5.5,Friday,Evening
521,100140,04-04-2025,01:35:49,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP050,Nina,Mckay,Afternoon,CUS188,Sean,Richardson,jallison@example.net,04-12-2020,F,27,LM188,Bronze,10,293,FALSE,NULL,P010,Chocolate Croissant,Food,Pastry,Mobile Order,Mobile Payment,3.5,3,10.5,Friday,Evening
522,100141,03-12-2024,21:38:06,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP014,David,Parks,Morning,CUS183,Timothy,Jones,christineramirez@example.org,25-01-2023,F,49,LM183,Gold,9,1435,TRUE,50% Off,P003,Latte,Hot Beverages,Espresso,Drive-Thru,Reward,4.5,1,4.5,Tuesday,Evening
523,100141,03-12-2024,21:38:06,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP014,David,Parks,Afternoon,CUS183,Timothy,Jones,christineramirez@example.org,25-01-2023,F,49,LM183,Silver,6,525,TRUE,Free Beverage,P002,Cappuccino,Hot Beverages,Espresso,Drive-Thru,Reward,4.25,1,4.25,Tuesday,Evening
524,100142,25-04-2025,00:26:55,S007,Santa Monica,Los Angeles,West Coast,34.0242,-118.4965,Cafe,EMP020,Derek,Gutierrez,Evening,CUS105,Eric,Hamilton,zpeterson@example.com,05-04-2022,M,33,LM105,Bronze,14,1464,FALSE,NULL,P007,Caffe Mocha,Hot Beverages,Espresso,Dine-In,Cash,4.75,3,14.25,Friday,Evening
525,100142,25-04-2025,00:26:55,S007,Santa Monica,Los Angeles,West Coast,34.0242,-118.4965,Cafe,EMP020,Derek,Gutierrez,Evening,CUS105,Eric,Hamilton,zpeterson@example.com,05-04-2022,M,33,LM105,Gold,14,343,FALSE,NULL,P010,Chocolate Croissant,Food,Pastry,Dine-In,Cash,3.5,2,7,Friday,Evening
526,100142,25-04-2025,00:26:55,S007,Santa Monica,Los Angeles,West Coast,34.0242,-118.4965,Cafe,EMP020,Derek,Gutierrez,Morning,CUS105,Eric,Hamilton,zpeterson@example.com,05-04-2022,M,33,LM105,Gold,7,1369,FALSE,NULL,P010,Chocolate Croissant,Food,Pastry,Dine-In,Cash,3.5,1,3.5,Friday,Evening
527,100142,25-04-2025,00:26:55,S007,Santa Monica,Los Angeles,West Coast,34.0242,-118.4965,Cafe,EMP020,Derek,Gutierrez,Morning,CUS105,Eric,Hamilton,zpeterson@example.com,05-04-2022,M,33,NULL,Non-Member,0,0,FALSE,NULL,P007,Caffe Mocha,Hot Beverages,Espresso,Dine-In,Cash,4.75,1,4.75,Friday,Evening
528,100142,25-04-2025,00:26:55,S007,Santa Monica,Los Angeles,West Coast,34.0242,-118.4965,Cafe,EMP020,Derek,Gutierrez,Afternoon,CUS105,Eric,Hamilton,zpeterson@example.com,05-04-2022,M,33,NULL,Non-Member,0,0,FALSE,NULL,P008,Green Tea Latte,Hot Beverages,Tea,Dine-In,Cash,4.25,1,4.25,Friday,Evening
529,100142,25-04-2025,00:26:55,S007,Santa Monica,Los Angeles,West Coast,34.0242,-118.4965,Cafe,EMP020,Derek,Gutierrez,Evening,CUS105,Eric,Hamilton,zpeterson@example.com,05-04-2022,M,33,LM105,Bronze,3,1153,FALSE,NULL,P001,Caffe Americano,Hot Beverages,Espresso,Dine-In,Cash,3.5,1,3.5,Friday,Evening
530,100142,25-04-2025,00:26:55,S007,Santa Monica,Los Angeles,West Coast,34.0242,-118.4965,Cafe,EMP020,Derek,Gutierrez,Evening,CUS105,Eric,Hamilton,zpeterson@example.com,05-04-2022,M,33,LM105,Bronze,4,749,FALSE,NULL,P002,Cappuccino,Hot Beverages,Espresso,Dine-In,Cash,4.25,1,4.25,Friday,Evening
531,100143,23-07-2025,21:22:00,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP014,David,Parks,Evening,CUS011,Sheila,Smith,micheleschroeder@example.com,08-02-2024,M,41,LM011,Gold,27,276,TRUE,50% Off,P003,Latte,Hot Beverages,Espresso,Mobile Order,Reward,4.5,3,13.5,Wednesday,Evening
532,100143,23-07-2025,21:22:00,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP014,David,Parks,Afternoon,CUS011,Sheila,Smith,micheleschroeder@example.com,08-02-2024,M,41,NULL,Non-Member,0,0,TRUE,50% Off,P010,Chocolate Croissant,Food,Pastry,Mobile Order,Reward,3.5,3,10.5,Wednesday,Evening
533,100144,22-12-2024,22:05:24,S009,Magnificent Mile,Chicago,Midwest,41.8986,-87.6298,Drive-Thru,EMP016,Denise,Johnston,Morning,CUS189,Robert,Vasquez,gregory22@example.com,27-02-2022,M,18,LM189,Gold,16,112,FALSE,NULL,P012,Bagel,Food,Pastry,Take-Out,Mobile Payment,2.75,3,8.25,Sunday,Evening
534,100144,22-12-2024,22:05:24,S009,Magnificent Mile,Chicago,Midwest,41.8986,-87.6298,Drive-Thru,EMP016,Denise,Johnston,Evening,CUS189,Robert,Vasquez,gregory22@example.com,27-02-2022,M,18,LM189,Bronze,8,1295,FALSE,NULL,P008,Green Tea Latte,Hot Beverages,Tea,Take-Out,Mobile Payment,4.25,2,8.5,Sunday,Evening
535,100144,22-12-2024,22:05:24,S009,Magnificent Mile,Chicago,Midwest,41.8986,-87.6298,Drive-Thru,EMP016,Denise,Johnston,Morning,CUS189,Robert,Vasquez,gregory22@example.com,27-02-2022,M,18,LM189,Bronze,7,302,FALSE,NULL,P010,Chocolate Croissant,Food,Pastry,Take-Out,Mobile Payment,3.5,2,7,Sunday,Evening
536,100144,22-12-2024,22:05:24,S009,Magnificent Mile,Chicago,Midwest,41.8986,-87.6298,Drive-Thru,EMP016,Denise,Johnston,Evening,CUS189,Robert,Vasquez,gregory22@example.com,27-02-2022,M,18,NULL,Non-Member,0,0,FALSE,NULL,P005,Cold Brew,Cold Beverages,Cold Brew,Take-Out,Mobile Payment,4,2,8,Sunday,Evening
537,100145,02-03-2025,13:35:46,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP038,James,Cannon,Evening,CUS190,Victor,Fleming,chris42@example.org,31-07-2022,F,58,LM190,Gold,18,1615,FALSE,NULL,P009,Coffee Cake,Food,Pastry,Take-Out,Cash,3,3,9,Sunday,Afternoon
538,100146,15-12-2024,15:01:20,S005,Beverly Hills,Los Angeles,West Coast,34.0736,-118.4004,Premium,EMP032,Ashley,Berry,Afternoon,CUS052,Valerie,Hernandez,burtonbrandon@example.com,13-03-2024,M,68,LM052,Silver,15,1829,FALSE,NULL,P001,Caffe Americano,Hot Beverages,Espresso,Dine-In,Credit Card,3.5,3,10.5,Sunday,Afternoon
539,100146,15-12-2024,15:01:20,S005,Beverly Hills,Los Angeles,West Coast,34.0736,-118.4004,Premium,EMP032,Ashley,Berry,Afternoon,CUS052,Valerie,Hernandez,burtonbrandon@example.com,13-03-2024,M,68,NULL,Non-Member,0,0,FALSE,NULL,P005,Cold Brew,Cold Beverages,Cold Brew,Dine-In,Credit Card,4,1,4,Sunday,Afternoon
540,100146,15-12-2024,15:01:20,S005,Beverly Hills,Los Angeles,West Coast,34.0736,-118.4004,Premium,EMP032,Ashley,Berry,Morning,CUS052,Valerie,Hernandez,burtonbrandon@example.com,13-03-2024,M,68,LM052,Silver,14,601,FALSE,NULL,P007,Caffe Mocha,Hot Beverages,Espresso,Dine-In,Credit Card,4.75,2,9.5,Sunday,Afternoon
541,100146,15-12-2024,15:01:20,S005,Beverly Hills,Los Angeles,West Coast,34.0736,-118.4004,Premium,EMP032,Ashley,Berry,Evening,CUS052,Valerie,Hernandez,burtonbrandon@example.com,13-03-2024,M,68,LM052,Gold,31,1212,FALSE,NULL,P006,Frappuccino,Cold Beverages,Blended,Dine-In,Credit Card,5.25,3,15.75,Sunday,Afternoon
542,100147,17-01-2025,03:24:19,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP028,Lisa,Smith,Afternoon,CUS193,Matthew,Wright,matthewspatricia@example.net,03-05-2021,F,20,LM193,Gold,21,1220,FALSE,NULL,P001,Caffe Americano,Hot Beverages,Espresso,Mobile Order,Mobile Payment,3.5,3,10.5,Friday,Evening
543,100147,17-01-2025,03:24:19,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP028,Lisa,Smith,Afternoon,CUS193,Matthew,Wright,matthewspatricia@example.net,03-05-2021,F,20,LM193,Gold,19,1482,FALSE,NULL,P007,Caffe Mocha,Hot Beverages,Espresso,Mobile Order,Mobile Payment,4.75,2,9.5,Friday,Evening
544,100147,17-01-2025,03:24:19,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP028,Lisa,Smith,Afternoon,CUS193,Matthew,Wright,matthewspatricia@example.net,03-05-2021,F,20,LM193,Silver,11,241,FALSE,NULL,P004,Iced Coffee,Cold Beverages,Iced Coffee,Mobile Order,Mobile Payment,3.75,2,7.5,Friday,Evening
545,100147,17-01-2025,03:24:19,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP028,Lisa,Smith,Morning,CUS193,Matthew,Wright,matthewspatricia@example.net,03-05-2021,F,20,LM193,Gold,14,372,FALSE,NULL,P010,Chocolate Croissant,Food,Pastry,Mobile Order,Mobile Payment,3.5,2,7,Friday,Evening
546,100147,17-01-2025,03:24:19,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP028,Lisa,Smith,Morning,CUS193,Matthew,Wright,matthewspatricia@example.net,03-05-2021,F,20,LM193,Bronze,5,1601,FALSE,NULL,P006,Frappuccino,Cold Beverages,Blended,Mobile Order,Mobile Payment,5.25,1,5.25,Friday,Evening
547,100147,17-01-2025,03:24:19,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP028,Lisa,Smith,Afternoon,CUS193,Matthew,Wright,matthewspatricia@example.net,03-05-2021,F,20,LM193,Bronze,8,1795,FALSE,NULL,P012,Bagel,Food,Pastry,Mobile Order,Mobile Payment,2.75,3,8.25,Friday,Evening
548,100147,17-01-2025,03:24:19,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP028,Lisa,Smith,Morning,CUS193,Matthew,Wright,matthewspatricia@example.net,03-05-2021,F,20,LM193,Bronze,4,1376,FALSE,NULL,P007,Caffe Mocha,Hot Beverages,Espresso,Mobile Order,Mobile Payment,4.75,1,4.75,Friday,Evening
549,100147,17-01-2025,03:24:19,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP028,Lisa,Smith,Afternoon,CUS193,Matthew,Wright,matthewspatricia@example.net,03-05-2021,F,20,LM193,Gold,6,1288,FALSE,NULL,P009,Coffee Cake,Food,Pastry,Mobile Order,Mobile Payment,3,1,3,Friday,Evening
550,100147,17-01-2025,03:24:19,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP028,Lisa,Smith,Morning,CUS193,Matthew,Wright,matthewspatricia@example.net,03-05-2021,F,20,NULL,Non-Member,0,0,FALSE,NULL,P012,Bagel,Food,Pastry,Mobile Order,Mobile Payment,2.75,2,5.5,Friday,Evening
551,100147,17-01-2025,03:24:19,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP028,Lisa,Smith,Afternoon,CUS193,Matthew,Wright,matthewspatricia@example.net,03-05-2021,F,20,LM193,Gold,10,165,FALSE,NULL,P006,Frappuccino,Cold Beverages,Blended,Mobile Order,Mobile Payment,5.25,1,5.25,Friday,Evening
552,100147,17-01-2025,03:24:19,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP028,Lisa,Smith,Afternoon,CUS193,Matthew,Wright,matthewspatricia@example.net,03-05-2021,F,20,LM193,Gold,25,1984,FALSE,NULL,P008,Green Tea Latte,Hot Beverages,Tea,Mobile Order,Mobile Payment,4.25,3,12.75,Friday,Evening
553,100148,13-07-2025,04:06:37,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP001,Benjamin,Barker,Evening,CUS066,Morgan,Turner,kathleen20@example.org,01-03-2022,F,18,LM066,Bronze,10,90,TRUE,Free Pastry,P006,Frappuccino,Cold Beverages,Blended,Take-Out,Reward,5.25,2,10.5,Sunday,Evening
554,100149,22-08-2025,19:37:24,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP047,Jennifer,Sanchez,Morning,CUS126,Mark,Preston,paul30@example.com,05-04-2021,F,51,LM126,Silver,8,1303,TRUE,Free Beverage,P011,Breakfast Sandwich,Food,Sandwich,Take-Out,Reward,5.5,1,5.5,Friday,Evening
555,100149,22-08-2025,19:37:24,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP047,Jennifer,Sanchez,Afternoon,CUS126,Mark,Preston,paul30@example.com,05-04-2021,F,51,LM126,Silver,8,1898,TRUE,Free Beverage,P012,Bagel,Food,Pastry,Take-Out,Reward,2.75,2,5.5,Friday,Evening
556,100149,22-08-2025,19:37:24,S008,The Loop,Chicago,Midwest,41.8781,-87.6298,Premium,EMP047,Jennifer,Sanchez,Morning,CUS126,Mark,Preston,paul30@example.com,05-04-2021,F,51,LM126,Bronze,5,1211,TRUE,50% Off,P012,Bagel,Food,Pastry,Take-Out,Reward,2.75,2,5.5,Friday,Evening
557,100150,26-09-2025,09:23:39,S010,Lincoln Park,Chicago,Midwest,41.9267,-87.6368,Cafe,EMP015,Allen,Le,Morning,CUS098,Brooke,Diaz,daniellethompson@example.com,30-05-2021,F,53,LM098,Gold,17,1282,FALSE,NULL,P008,Green Tea Latte,Hot Beverages,Tea,Dine-In,Cash,4.25,2,8.5,Friday,Morning
558,100150,26-09-2025,09:23:39,S010,Lincoln Park,Chicago,Midwest,41.9267,-87.6368,Cafe,EMP015,Allen,Le,Afternoon,CUS098,Brooke,Diaz,daniellethompson@example.com,30-05-2021,F,53,LM098,Gold,25,1965,FALSE,NULL,P002,Cappuccino,Hot Beverages,Espresso,Dine-In,Cash,4.25,3,12.75,Friday,Morning
559,100150,26-09-2025,09:23:39,S010,Lincoln Park,Chicago,Midwest,41.9267,-87.6368,Cafe,EMP015,Allen,Le,Morning,CUS098,Brooke,Diaz,daniellethompson@example.com,30-05-2021,F,53,LM098,Gold,31,1828,FALSE,NULL,P006,Frappuccino,Cold Beverages,Blended,Dine-In,Cash,5.25,3,15.75,Friday,Morning
560,100150,26-09-2025,09:23:39,S010,Lincoln Park,Chicago,Midwest,41.9267,-87.6368,Cafe,EMP015,Allen,Le,Morning,CUS098,Brooke,Diaz,daniellethompson@example.com,30-05-2021,F,53,NULL,Non-Member,0,0,FALSE,NULL,P011,Breakfast Sandwich,Food,Sandwich,Dine-In,Cash,5.5,2,11,Friday,Morning
561,100150,26-09-2025,09:23:39,S010,Lincoln Park,Chicago,Midwest,41.9267,-87.6368,Cafe,EMP015,Allen,Le,Afternoon,CUS098,Brooke,Diaz,daniellethompson@example.com,30-05-2021,F,53,NULL,Non-Member,0,0,FALSE,NULL,P011,Breakfast Sandwich,Food,Sandwich,Dine-In,Cash,5.5,2,11,Friday,Morning
562,100150,26-09-2025,09:23:39,S010,Lincoln Park,Chicago,Midwest,41.9267,-87.6368,Cafe,EMP015,Allen,Le,Evening,CUS098,Brooke,Diaz,daniellethompson@example.com,30-05-2021,F,53,LM098,Silver,5,646,FALSE,NULL,P010,Chocolate Croissant,Food,Pastry,Dine-In,Cash,3.5,1,3.5,Friday,Morning
563,100150,26-09-2025,09:23:39,S010,Lincoln Park,Chicago,Midwest,41.9267,-87.6368,Cafe,EMP015,Allen,Le,Evening,CUS098,Brooke,Diaz,daniellethompson@example.com,30-05-2021,F,53,NULL,Non-Member,0,0,FALSE,NULL,P012,Bagel,Food,Pastry,Dine-In,Cash,2.75,3,8.25,Friday,Morning
564,100151,24-08-2025,03:51:03,S003,Central Park,New York,Northeast,40.7812,-73.9665,Cafe,EMP007,Adam,White,Evening,CUS173,Luis,Davis,donnaromero@example.com,25-04-2022,F,53,NULL,Non-Member,0,0,FALSE,NULL,P012,Bagel,Food,Pastry,Mobile Order,Mobile Payment,2.75,3,8.25,Sunday,Evening
565,100151,24-08-2025,03:51:03,S003,Central Park,New York,Northeast,40.7812,-73.9665,Cafe,EMP007,Adam,White,Afternoon,CUS173,Luis,Davis,donnaromero@example.com,25-04-2022,F,53,LM173,Gold,7,1634,FALSE,NULL,P004,Iced Coffee,Cold Beverages,Iced Coffee,Mobile Order,Mobile Payment,3.75,1,3.75,Sunday,Evening
566,100151,24-08-2025,03:51:03,S003,Central Park,New York,Northeast,40.7812,-73.9665,Cafe,EMP007,Adam,White,Afternoon,CUS173,Luis,Davis,donnaromero@example.com,25-04-2022,F,53,NULL,Non-Member,0,0,FALSE,NULL,P006,Frappuccino,Cold Beverages,Blended,Mobile Order,Mobile Payment,5.25,2,10.5,Sunday,Evening
567,100151,24-08-2025,03:51:03,S003,Central Park,New York,Northeast,40.7812,-73.9665,Cafe,EMP007,Adam,White,Evening,CUS173,Luis,Davis,donnaromero@example.com,25-04-2022,F,53,LM173,Bronze,5,1821,FALSE,NULL,P012,Bagel,Food,Pastry,Mobile Order,Mobile Payment,2.75,2,5.5,Sunday,Evening
568,100151,24-08-2025,03:51:03,S003,Central Park,New York,Northeast,40.7812,-73.9665,Cafe,EMP007,Adam,White,Morning,CUS173,Luis,Davis,donnaromero@example.com,25-04-2022,F,53,LM173,Gold,8,853,FALSE,NULL,P005,Cold Brew,Cold Beverages,Cold Brew,Mobile Order,Mobile Payment,4,1,4,Sunday,Evening
569,100151,24-08-2025,03:51:03,S003,Central Park,New York,Northeast,40.7812,-73.9665,Cafe,EMP007,Adam,White,Afternoon,CUS173,Luis,Davis,donnaromero@example.com,25-04-2022,F,53,LM173,Bronze,10,372,FALSE,NULL,P001,Caffe Americano,Hot Beverages,Espresso,Mobile Order,Mobile Payment,3.5,3,10.5,Sunday,Evening
570,100151,24-08-2025,03:51:03,S003,Central Park,New York,Northeast,40.7812,-73.9665,Cafe,EMP007,Adam,White,Evening,CUS173,Luis,Davis,donnaromero@example.com,25-04-2022,F,53,LM173,Silver,10,1302,FALSE,NULL,P001,Caffe Americano,Hot Beverages,Espresso,Mobile Order,Mobile Payment,3.5,2,7,Sunday,Evening
571,100152,07-04-2025,05:14:52,S004,SoHo District,New York,Northeast,40.7231,-74.0026,Premium,EMP018,Wayne,Brown,Afternoon,CUS163,Ryan,Chaney,melissaprice@example.net,07-06-2021,F,21,LM163,Silver,12,996,TRUE,Free Beverage,P002,Cappuccino,Hot Beverages,Espresso,Take-Out,Reward,4.25,2,8.5,Monday,Morning
572,100152,07-04-2025,05:14:52,S004,SoHo District,New York,Northeast,40.7231,-74.0026,Premium,EMP018,Wayne,Brown,Afternoon,CUS163,Ryan,Chaney,melissaprice@example.net,07-06-2021,F,21,NULL,Non-Member,0,0,TRUE,Free Pastry,P011,Breakfast Sandwich,Food,Sandwich,Take-Out,Reward,5.5,1,5.5,Monday,Morning
573,100152,07-04-2025,05:14:52,S004,SoHo District,New York,Northeast,40.7231,-74.0026,Premium,EMP018,Wayne,Brown,Morning,CUS163,Ryan,Chaney,melissaprice@example.net,07-06-2021,F,21,LM163,Bronze,11,542,TRUE,Free Pastry,P004,Iced Coffee,Cold Beverages,Iced Coffee,Take-Out,Reward,3.75,3,11.25,Monday,Morning
574,100152,07-04-2025,05:14:52,S004,SoHo District,New York,Northeast,40.7231,-74.0026,Premium,EMP018,Wayne,Brown,Afternoon,CUS163,Ryan,Chaney,melissaprice@example.net,07-06-2021,F,21,LM163,Silver,6,467,TRUE,Free Pastry,P002,Cappuccino,Hot Beverages,Espresso,Take-Out,Reward,4.25,1,4.25,Monday,Morning
575,100152,07-04-2025,05:14:52,S004,SoHo District,New York,Northeast,40.7231,-74.0026,Premium,EMP018,Wayne,Brown,Afternoon,CUS163,Ryan,Chaney,melissaprice@example.net,07-06-2021,F,21,NULL,Non-Member,0,0,TRUE,Free Beverage,P012,Bagel,Food,Pastry,Take-Out,Reward,2.75,3,8.25,Monday,Morning
576,100152,07-04-2025,05:14:52,S004,SoHo District,New York,Northeast,40.7231,-74.0026,Premium,EMP018,Wayne,Brown,Afternoon,CUS163,Ryan,Chaney,melissaprice@example.net,07-06-2021,F,21,LM163,Gold,7,1195,TRUE,Free Pastry,P004,Iced Coffee,Cold Beverages,Iced Coffee,Take-Out,Reward,3.75,1,3.75,Monday,Morning
577,100153,12-04-2025,01:01:50,S003,Central Park,New York,Northeast,40.7812,-73.9665,Cafe,EMP049,Jennifer,Ward,Evening,CUS022,Christina,Hampton,melissacarter@example.com,22-01-2022,F,45,LM022,Bronze,13,1500,FALSE,NULL,P003,Latte,Hot Beverages,Espresso,Take-Out,Cash,4.5,3,13.5,Saturday,Evening
578,100153,12-04-2025,01:01:50,S003,Central Park,New York,Northeast,40.7812,-73.9665,Cafe,EMP049,Jennifer,Ward,Morning,CUS022,Christina,Hampton,melissacarter@example.com,22-01-2022,F,45,LM022,Silver,12,1179,FALSE,NULL,P012,Bagel,Food,Pastry,Take-Out,Cash,2.75,3,8.25,Saturday,Evening
579,100154,27-10-2024,17:38:09,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP006,Julia,Kent,Afternoon,CUS128,Samantha,Galloway,vklein@example.org,27-02-2021,M,29,NULL,Non-Member,0,0,TRUE,Free Pastry,P011,Breakfast Sandwich,Food,Sandwich,Take-Out,Reward,5.5,1,5.5,Sunday,Evening
580,100154,27-10-2024,17:38:09,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP006,Julia,Kent,Evening,CUS128,Samantha,Galloway,vklein@example.org,27-02-2021,M,29,LM128,Gold,17,464,TRUE,Free Beverage,P002,Cappuccino,Hot Beverages,Espresso,Take-Out,Reward,4.25,2,8.5,Sunday,Evening
581,100154,27-10-2024,17:38:09,S006,Hollywood Blvd,Los Angeles,West Coast,34.1015,-118.3265,Drive-Thru,EMP006,Julia,Kent,Afternoon,CUS128,Samantha,Galloway,vklein@example.org,27-02-2021,M,29,LM128,Gold,8,320,TRUE,50% Off,P005,Cold Brew,Cold Beverages,Cold Brew,Take-Out,Reward,4,1,4,Sunday,Evening
582,100155,24-01-2025,07:58:32,S004,SoHo District,New York,Northeast,40.7231,-74.0026,Premium,EMP005,Cory,Rice,Afternoon,CUS120,Erin,Williams,umorrison@example.com,05-12-2021,M,29,NULL,Non-Member,0,0,TRUE,Free Beverage,P011,Breakfast Sandwich,Food,Sandwich,Dine-In,Reward,5.5,2,11,Friday,Morning
583,100156,01-08-2025,12:39:29,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP047,Jennifer,Sanchez,Morning,CUS147,Stephanie,Clark,rduran@example.com,05-11-2023,F,40,LM147,Gold,19,1037,TRUE,Free Pastry,P007,Caffe Mocha,Hot Beverages,Espresso,Dine-In,Reward,4.75,2,9.5,Friday,Afternoon
584,100156,01-08-2025,12:39:29,S002,Times Square,New York,Northeast,40.758,-73.9855,Drive-Thru,EMP047,Jennifer,Sanchez,Evening,CUS147,Stephanie,Clark,rduran@example.com,05-11-2023,F,40,LM147,Silver,8,969,TRUE,Free Pastry,P011,Breakfast Sandwich,Food,Sandwich,Dine-In,Reward,5.5,1,5.5,Friday,Afternoon
